Issue Key,Issue summary,Work date,Hours,Username,Period,Account Key,Account Name,Account Lead,Account Category,Account Customer,Activity Name,Component,All Components,Version Name,Issue Type,Issue Status,Project Key,Epic,Epic Link,Work Description,Parent Key,Reporter,External Hours,Billed Hours,Issue Original Estimate,Issue Remaining Estimate,,,
JUSTMIKA-3060,"Create mask ""Massenmutation""",2021-9-10,2.5,josel,,,,,,,1.1.0.9,client-admin,client-admin,1.1.0.9,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,Developing,JUSTMIKA-2983,josel,0,2.5,,0,,
JUSTMIKA-2918,Max. Anzahl angezeigter Reminder im Home erhöhen,2021-9-9,0.25,angela,,,,,,,1.1.0.9,database-data-project,configuration-home-searches;database-data-project,1.1.0.9,Improvement,Resolved,JUSTMIKA,JustThis MIKA,,,data script,,stefan,0,0.25,0,0,https://jira-justthis.xplain.ch/browse/TICKET-853,
JUSTMIKA-3060,"Create mask ""Massenmutation""",2021-9-9,5.75,josel,,,,,,,1.1.0.9,client-admin,client-admin,1.1.0.9,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,Developing,JUSTMIKA-2983,josel,0,5.75,,0,,
JUSTMIKA-3059,"Create new search page ""Massenmutation""",2021-9-9,2,josel,,,,,,,1.1.0.9,client-admin,client-admin,1.1.0.9,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,Developing and fixing problems,JUSTMIKA-2983,josel,0,2,,1,,
JUSTMIKA-3060,"Create mask ""Massenmutation""",2021-9-8,3.75,josel,,,,,,,1.1.0.9,client-admin,client-admin,1.1.0.9,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,Developing,JUSTMIKA-2983,josel,0,3.75,,0,,
JUSTMIKA-3059,"Create new search page ""Massenmutation""",2021-9-8,4,josel,,,,,,,1.1.0.9,client-admin,client-admin,1.1.0.9,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,Developing,JUSTMIKA-2983,josel,0,4,,1,,
JUSTMIKA-3029,Corrections Lohnrechner / Lohnadministration,2021-9-7,2,josel,,,,,,,1.1.0.9,client-app,client-app,1.1.0.9,Bug,Resolved,JUSTMIKA,JustThis MIKA,,,Analysing and developing,,Project,0,2,,0,,
JUSTMIKA-3064,Provide information regarding MIKA deployments,2021-9-7,0.75,gregorio,,,,,,,1.1.0.9,ANALYSIS,ANALYSIS,1.1.0.9,Task,Ready for Test,JUSTMIKA,JustThis MIKA,,,justmika-3064,,gregorio,0,0.75,,0,,
JUSTMIKA-3048,Failure when searching for person in the creation of Dossier/Geschaeft on dev-ag-mika client,2021-9-7,3,oscar,,,,,,,1.1.0.9,module-xplain-enexs-server,module-xplain-enexs-server,1.1.0.9,Bug,Resolved,JUSTMIKA,JustThis MIKA,,,Update XmlInterceptor to parse MTOM responses,,marcial,0,3,,0,,
JUSTMIKA-3057,Corrections CG 1700,2021-9-7,3.75,josel,,,,,,,1.1.0.9,client-admin,client-admin,1.1.0.9,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,Developing,JUSTMIKA-3029,Project,0,3.75,,0,,
JUSTMIKA-2983,Integration in Admin Client from Massenmutation Lohnberechnung,2021-9-7,1,josel,,,,,,,1.1.0.9,client-admin,client-admin,1.1.0.9,New Feature,Resolved,JUSTMIKA,JustThis MIKA,,,Analysing,,stefan,0,1,,0,,
JUSTMIKA-3048,Failure when searching for person in the creation of Dossier/Geschaeft on dev-ag-mika client,2021-9-6,3.75,oscar,,,,,,,1.1.0.9,module-xplain-enexs-server,module-xplain-enexs-server,1.1.0.9,Bug,Resolved,JUSTMIKA,JustThis MIKA,,,Investigating MTOM issues on XmlInterceptor,,marcial,0,3.75,,0,,
JUSTMIKA-3029,Corrections Lohnrechner / Lohnadministration,2021-9-6,7.75,josel,,,,,,,1.1.0.9,client-app,client-app,1.1.0.9,Bug,Resolved,JUSTMIKA,JustThis MIKA,,,Analysing and developing,,Project,0,7.75,,0,,
JUSTMIKA-3021,Fix bugs and changes from Adrians Test-Session,2021-8-31,1,marcus,,,,,,,1.2.0.0,,,1.2.0.0,Bug,Resolved,JUSTMIKA,JustThis MIKA,,,"debugging admin variable replaement, removing """" from DOCVARIABLE",,marcus,0,1,,0,,
JUSTMIKA-3042,Change of technical user for WSBC,2021-8-31,3,gregorio,,,,,,,1.1.0.8,module-xplain-util-track-trace,module-xplain-util-track-trace,1.1.0.8,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,Mika Integration installation support,JUSTMIKA-2940,Project,0,3,,0,,
JUSTMIKA-3023,"Search ""Personen und Adressen""",2021-8-27,2,angela,,,,,,,1.1.0.9,library-xplain-search-worx,library-xplain-search-worx,1.1.0.9,Bug,Resolved,JUSTMIKA,JustThis MIKA,,,Laptop problem,,Project,0,2,,0,,
JUSTMIKA-2928,Change Dossiersicht Vollzugsverfahren Landesverweisung,2021-8-27,1,angela,,,,,,,1.1.0.8,client-app,client-app;library-xplain-search-worx;module-xplain-search-mika,1.1.0.8,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,Laptop problem,JUSTMIKA-2530,stefan,0,1,,0,http://jira.xplain.intra:8080/browse/JUSTMIKA-2530,
JUSTMIKA-3045,Lucene Search - Part Person Search,2021-8-20,2,marcial,,,,,,,1.1.0.9,database-structure-project,database-structure-project,1.1.0.9,Bug,Resolved,JUSTMIKA,JustThis MIKA,,,Management.,,stefan,0,2,,0,,
JUSTMIKA-2984,Server Methode for Massenmutation Lohnberechnung,2021-8-27,3.25,josem,,,,,,,1.1.0.9,module-xplain-database-ox-generic,module-xplain-database-ox-generic,1.1.0.9,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,Development,JUSTMIKA-2983,stefan,0,3.25,,0.75,,
JUSTMIKA-3042,Change of technical user for WSBC,2021-8-27,6.75,gregorio,,,,,,,1.1.0.8,module-xplain-util-track-trace,module-xplain-util-track-trace,1.1.0.8,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,documentation,JUSTMIKA-2940,Project,0,6.75,,0,,
JUSTMIKA-3052,Mehrpersonendossier M1_STEMPERSON_SC_ID should be null,2021-8-27,4,simon,,,,,,,1.1.0.9,client-app,client-app,1.1.0.9,Bug,Ready for Test,JUSTMIKA,JustThis MIKA,,,bugfix,,marcel,0,4,,0,Support Mail 22. Juni 2021 14:02,
JUSTMIKA-2984,Server Methode for Massenmutation Lohnberechnung,2021-8-26,2.25,josem,,,,,,,1.1.0.9,module-xplain-database-ox-generic,module-xplain-database-ox-generic,1.1.0.9,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,Development,JUSTMIKA-2983,stefan,0,2.25,,0.75,,
JUSTMIKA-3042,Change of technical user for WSBC,2021-8-25,2,gregorio,,,,,,,1.1.0.8,module-xplain-util-track-trace,module-xplain-util-track-trace,1.1.0.8,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,justmika-3042,JUSTMIKA-2940,Project,0,2,,0,,
JUSTMIKA-3052,Mehrpersonendossier M1_STEMPERSON_SC_ID should be null,2021-8-26,2,simon,,,,,,,1.1.0.9,client-app,client-app,1.1.0.9,Bug,Ready for Test,JUSTMIKA,JustThis MIKA,,,analysing,,marcel,0,2,,0,Support Mail 22. Juni 2021 14:02,
JUSTMIKA-3052,Mehrpersonendossier M1_STEMPERSON_SC_ID should be null,2021-8-25,1.5,simon,,,,,,,1.1.0.9,client-app,client-app,1.1.0.9,Bug,Ready for Test,JUSTMIKA,JustThis MIKA,,,analysing,,marcel,0,1.5,,0,Support Mail 22. Juni 2021 14:02,
JUSTMIKA-2984,Server Methode for Massenmutation Lohnberechnung,2021-8-25,2.25,josem,,,,,,,1.1.0.9,module-xplain-database-ox-generic,module-xplain-database-ox-generic,1.1.0.9,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,Development,JUSTMIKA-2983,stefan,0,2.25,,0.75,,
JUSTMIKA-3031,Create stored procedure to receive a PESC_ID and perform the recalculation,2021-8-25,2.5,josem,,,,,,,1.1.0.9,database-structure-product,database-structure-product,1.1.0.9,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,Development,JUSTMIKA-2983,josem,0,2.5,,0,,
JUSTMIKA-3048,Failure when searching for person in the creation of Dossier/Geschaeft on dev-ag-mika client,2021-8-25,0.5,marcial,,,,,,,1.1.0.9,module-xplain-enexs-server,module-xplain-enexs-server,1.1.0.9,Bug,Resolved,JUSTMIKA,JustThis MIKA,,,Management.,,marcial,0,0.5,,0,,
JUSTMIKA-3048,Failure when searching for person in the creation of Dossier/Geschaeft on dev-ag-mika client,2021-8-25,2.5,manuel,,,,,,,1.1.0.9,module-xplain-enexs-server,module-xplain-enexs-server,1.1.0.9,Bug,Resolved,JUSTMIKA,JustThis MIKA,,,Development,,marcial,0,2.5,,0,,
JUSTMIKA-3052,Mehrpersonendossier M1_STEMPERSON_SC_ID should be null,2021-8-24,1,simon,,,,,,,1.1.0.9,client-app,client-app,1.1.0.9,Bug,Ready for Test,JUSTMIKA,JustThis MIKA,,,analyzis,,marcel,0,1,,0,Support Mail 22. Juni 2021 14:02,
JUSTMIKA-3042,Change of technical user for WSBC,2021-8-24,5,gregorio,,,,,,,1.1.0.8,module-xplain-util-track-trace,module-xplain-util-track-trace,1.1.0.8,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,justmika-3042,JUSTMIKA-2940,Project,0,5,,0,,
JUSTMIKA-3031,Create stored procedure to receive a PESC_ID and perform the recalculation,2021-8-23,2.5,josem,,,,,,,1.1.0.9,database-structure-product,database-structure-product,1.1.0.9,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,Development,JUSTMIKA-2983,josem,0,2.5,,0,,
JUSTMIKA-2918,Max. Anzahl angezeigter Reminder im Home erhöhen,2021-8-23,0.25,angela,,,,,,,1.1.0.9,database-data-project,configuration-home-searches;database-data-project,1.1.0.9,Improvement,Resolved,JUSTMIKA,JustThis MIKA,,,Review error,,stefan,0,0.25,0,0,https://jira-justthis.xplain.ch/browse/TICKET-853,
JUSTMIKA-3029,Corrections Lohnrechner / Lohnadministration,2021-8-23,1,josel,,,,,,,1.1.0.9,client-app,client-app,1.1.0.9,Bug,Resolved,JUSTMIKA,JustThis MIKA,,,Analysing,,Project,0,1,,0,,
JUSTMIKA-3048,Failure when searching for person in the creation of Dossier/Geschaeft on dev-ag-mika client,2021-8-23,3.75,manuel,,,,,,,1.1.0.9,module-xplain-enexs-server,module-xplain-enexs-server,1.1.0.9,Bug,Resolved,JUSTMIKA,JustThis MIKA,,,Investigation about the problem,,marcial,0,3.75,,0,,
JUSTMIKA-3031,Create stored procedure to receive a PESC_ID and perform the recalculation,2021-8-20,2,josem,,,,,,,1.1.0.9,database-structure-product,database-structure-product,1.1.0.9,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,Development,JUSTMIKA-2983,josem,0,2,,0,,
JUSTMIKA-3048,Failure when searching for person in the creation of Dossier/Geschaeft on dev-ag-mika client,2021-8-20,1.5,marcial,,,,,,,1.1.0.9,module-xplain-enexs-server,module-xplain-enexs-server,1.1.0.9,Bug,Resolved,JUSTMIKA,JustThis MIKA,,,"Management, meeting.",,marcial,0,1.5,,0,,
JUSTMIKA-3042,Change of technical user for WSBC,2021-8-20,2,alvaro,,,,,,,1.1.0.8,module-xplain-util-track-trace,module-xplain-util-track-trace,1.1.0.8,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,testing,JUSTMIKA-2940,Project,0,2,,0,,
JUSTMIKA-3042,Change of technical user for WSBC,2021-8-19,4.75,alvaro,,,,,,,1.1.0.8,module-xplain-util-track-trace,module-xplain-util-track-trace,1.1.0.8,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,dev and testing,JUSTMIKA-2940,Project,0,4.75,,0,,
JUSTMIKA-3045,Lucene Search - Part Person Search,2021-8-19,7.75,marcial,,,,,,,1.1.0.9,database-structure-project,database-structure-project,1.1.0.9,Bug,Resolved,JUSTMIKA,JustThis MIKA,,,"Development, testing and management.",,stefan,0,7.75,,0,,
JUSTMIKA-2931,Change MultipersonDossier to PersonenDossier when there is a M2 SozialhilfebezugScript to fix ,2021-8-19,2,roberto,,,,,,,1.2.0.1,module-xplain-xchange-client-mika,database-data-project;library-xplain-xchange-client-worx;module-xplain-xchange-client-mika,1.2.0.1,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,Investigate and propose a new SQL script to fix the issue,JUSTMIKA-2910,roberto,0,2,0,0,,
,,,246.75,,,,,,,,,,,,,,,,,,,,,,,,,,
JUSTMIKA-3128,Behaviour User Settings,2021-10-7,6,nacho,,,,,,,1.1.0.9,,,1.1.0.9,Bug,Resolved,JUSTMIKA,JustThis MIKA,,,Lots of tests with different configs,,Project,0,6,0,0,Testfeedback W 4,
JUSTMIKA-3128,Behaviour User Settings,2021-10-8,4.5,nacho,,,,,,,1.1.0.9,,,1.1.0.9,Bug,Resolved,JUSTMIKA,JustThis MIKA,,,Changes for Mika,,Project,0,4.5,0,0,Testfeedback W 4,
JUSTMIKA-3128,Behaviour User Settings,2021-10-13,2,nacho,,,,,,,1.1.0.9,,,1.1.0.9,Bug,Resolved,JUSTMIKA,JustThis MIKA,,,Added better logging and tests,,Project,0,2,0,0,Testfeedback W 4,
JUSTMIKA-3128,Behaviour User Settings,2021-10-6,5,nacho,,,,,,,1.1.0.9,,,1.1.0.9,Bug,Resolved,JUSTMIKA,JustThis MIKA,,,Debug,,Project,0,5,0,0,Testfeedback W 4,
JUSTMIKA-3128,Behaviour User Settings,2021-10-5,5,nacho,,,,,,,1.1.0.9,,,1.1.0.9,Bug,Resolved,JUSTMIKA,JustThis MIKA,,,Debug different environments,,Project,0,5,0,0,Testfeedback W 4,
JUSTMIKA-3128,Behaviour User Settings,2021-10-4,5,nacho,,,,,,,1.1.0.9,,,1.1.0.9,Bug,Resolved,JUSTMIKA,JustThis MIKA,,,Debug different environments,,Project,0,5,0,0,Testfeedback W 4,
JUSTMIKA-3034,"Improve Textmarken ""Personen und Adressen (ZEMIS)""",2021-10-4,2.5,nacho,,,,,,,1.1.0.9,,,1.1.0.9,New Feature,Resolved,JUSTMIKA,JustThis MIKA,,,Tests,,Project,0,2.5,,0,https://jira-justthis.xplain.ch/browse/TICKET-603,
JUSTMIKA-3128,Behaviour User Settings,2021-10-1,4.25,nacho,,,,,,,1.1.0.9,,,1.1.0.9,Bug,Resolved,JUSTMIKA,JustThis MIKA,,,Tests,,Project,0,4.25,0,0,Testfeedback W 4,
JUSTMIKA-3034,"Improve Textmarken ""Personen und Adressen (ZEMIS)""",2021-10-1,3,nacho,,,,,,,1.1.0.9,,,1.1.0.9,New Feature,Resolved,JUSTMIKA,JustThis MIKA,,,Debug and analysis,,Project,0,3,,0,https://jira-justthis.xplain.ch/browse/TICKET-603,
JUSTMIKA-3212,Test performance 1.1.0.8 / 1.1.0.9,2021-10-8,1.416666667,maira,,,,,,,1.1.0.9,,,1.1.0.9,Task,Resolved,JUSTMIKA,JustThis MIKA,,,Mikalux test performance,,maira,0,1.416666667,,0,,
JUSTMIKA-3212,Test performance 1.1.0.8 / 1.1.0.9,2021-10-7,1.666666667,maira,,,,,,,1.1.0.9,,,1.1.0.9,Task,Resolved,JUSTMIKA,JustThis MIKA,,,Mikalux test performance,,maira,0,1.666666667,,0,,
JUSTMIKA-3212,Test performance 1.1.0.8 / 1.1.0.9,2021-10-6,2,maira,,,,,,,1.1.0.9,,,1.1.0.9,Task,Resolved,JUSTMIKA,JustThis MIKA,,,Mikalux test performance,,maira,0,2,,0,,
JUSTMIKA-2971,Migration JustControl,2021-10-14,1,marcial,,,,,,,1.1.0.9,migration-justcontrol,migration-justcontrol,1.1.0.9,New Feature,Resolved,JUSTMIKA,JustThis MIKA,,,Supporting Matteo.,,Project,0,1,,0,,
JUSTMIKA-3192,Datatransfer request file,2021-10-18,1,gregorio,,,,,,,1.2.0.0,client-app,client-app;library-xplain-util-track-trace;module-xplain-util-track-trace,1.2.0.0,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,justmika-3192,JUSTMIKA-3196,Project,0,1,,0,,
JUSTMIKA-3183,Wrong step in activity when transmitting to datatransfer,2021-10-18,2.5,gregorio,,,,,,,1.2.0.0,client-app,client-app;library-xplain-util-track-trace;module-xplain-util-track-trace,1.2.0.0,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,justmika-3183,JUSTMIKA-3062,Project,0,2.5,,1,,
JUSTMIKA-3190,Performance update GEKO data,2021-10-15,2.75,gregorio,,,,,,,1.2.0.0,module-xplain-xchange-client-mika,library-xplain-xchange-client-worx;module-xplain-xchange-client-mika,1.2.0.0,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,justmika-3190,JUSTMIKA-3189,Project,0,2.75,,0,,
JUSTMIKA-3190,Performance update GEKO data,2021-10-15,2,roberto,,,,,,,1.2.0.0,module-xplain-xchange-client-mika,library-xplain-xchange-client-worx;module-xplain-xchange-client-mika,1.2.0.0,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,"performance issue
reproduce,
fix with a new approach
test",JUSTMIKA-3189,Project,0,2,,0,,
JUSTMIKA-3054,If a opentextdoc has a dms id then load the PDF from the DMS,2021-10-15,2.75,roberto,,,,,,,1.2.0.0,interface-mfp,interface-dfi;interface-mfp,1.2.0.0,Improvement,Resolved,JUSTMIKA,JustThis MIKA,,,"implement, deploy",,stefan,0,2.75,,0,,
JUSTMIKA-3190,Performance update GEKO data,2021-10-15,3.5,rocio,,,,,,,1.2.0.0,module-xplain-xchange-client-mika,library-xplain-xchange-client-worx;module-xplain-xchange-client-mika,1.2.0.0,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,reproducing the error in dev-ag-mika. fixing the error. Testing. ,JUSTMIKA-3189,Project,0,3.5,,0,,
JUSTMIKA-3098,Updating GEKO data is not working,2021-10-14,2,roberto,,,,,,,1.1.0.9,module-xplain-xchange-client-mika,library-xplain-xchange-client-worx;module-xplain-xchange-client-mika;module-xplain-xchange-platform-core,1.1.0.9,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,"Investigate, test",JUSTMIKA-3094,Project,0,2,0,0,,MIKA JustControl Changes
JUSTMIKA-3190,Performance update GEKO data,2021-10-14,1.75,roberto,,,,,,,1.2.0.0,module-xplain-xchange-client-mika,library-xplain-xchange-client-worx;module-xplain-xchange-client-mika,1.2.0.0,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,"investigate the performance issue.
Saving through oxGeneric is taking long",JUSTMIKA-3189,Project,0,1.75,,0,,
JUSTMIKA-3190,Performance update GEKO data,2021-10-14,3.75,gregorio,,,,,,,1.2.0.0,module-xplain-xchange-client-mika,library-xplain-xchange-client-worx;module-xplain-xchange-client-mika,1.2.0.0,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,justmika-3190,JUSTMIKA-3189,Project,0,3.75,,0,,
JUSTMIKA-3049,Improvements: Search Infoveranstaltung RKB,2021-10-14,1,manuel,,,,,,,1.2.0.0,library-xplain-search-worx,library-xplain-search-worx,1.2.0.0,Improvement,Resolved,JUSTMIKA,JustThis MIKA,,,Investigation about the problem,,tim,0,1,0,0,,
JUSTMIKA-3180,Check if user is in user group Kontrolldossier,2021-10-14,0.5,josel,,,,,,,1.2.0.0,client-app,client-app,1.2.0.0,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,Analysing,JUSTMIKA-3179,Project,0,0.5,,0,,
JUSTMIKA-3190,Performance update GEKO data,2021-10-14,4,rocio,,,,,,,1.2.0.0,module-xplain-xchange-client-mika,library-xplain-xchange-client-worx;module-xplain-xchange-client-mika,1.2.0.0,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,analysing. seeing logs. testing with the same file. talking to Gregorio.,JUSTMIKA-3189,Project,0,4,,0,,
JUSTMIKA-3183,Wrong step in activity when transmitting to datatransfer,2021-10-13,2.75,gregorio,,,,,,,1.2.0.0,client-app,client-app;library-xplain-util-track-trace;module-xplain-util-track-trace,1.2.0.0,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,jusmika-3183,JUSTMIKA-3062,Project,0,2.75,,1,,
JUSTMIKA-3175,change type of date fields in openteXt,2021-10-13,2,rocio,,,,,,,1.1.0.9,module-xplain-backoffice,module-xplain-backoffice,1.1.0.9,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,executing script in all databases and deploying on all environments,JUSTMIKA-3021,marcus,0,2,,0,,
JUSTMIKA-2946,"Create BuildingBlock BbAssociate ""Partner""",2021-10-12,3,marcus,,,,,,,1.1.0.9,client-app,client-app;module-xplain-backoffice,1.1.0.9,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,dev & tests,JUSTMIKA-2944,Project,0,3,0,0,,
JUSTMIKA-3077,Correction code group 2316,2021-10-12,0.5,stella,,,,,,,1.1.0.9,,,1.1.0.9,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,,JUSTMIKA-3062,Project,0,0.5,,0,,
JUSTMIKA-3158,Extend code group 5701,2021-10-12,0.5,stella,,,,,,,1.1.0.9,database-data-codes,database-data-codes,1.1.0.9,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,,JUSTMIKA-3103,Project,0,0.5,,0,,
JUSTMIKA-3021,Fix bugs and changes from Adrians Test-Session,2021-10-11,5,marcus,,,,,,,1.2.0.0,,,1.2.0.0,Bug,Resolved,JUSTMIKA,JustThis MIKA,,, 1.1.0.9 V2,,marcus,0,5,,0,,
JUSTMIKA-2946,"Create BuildingBlock BbAssociate ""Partner""",2021-10-11,2,marcus,,,,,,,1.1.0.9,client-app,client-app;module-xplain-backoffice,1.1.0.9,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,added code to search organisation & copy to associates,JUSTMIKA-2944,Project,0,2,0,0,,
JUSTMIKA-3143,Correction CG 3520,2021-10-11,0.5,stella,,,,,,,1.1.0.9,,,1.1.0.9,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,,JUSTMIKA-3112,Project,0,0.5,,0,,
JUSTMIKA-2984,Server Methode for Massenmutation Lohnberechnung,2021-10-11,1,angela,,,,,,,1.1.0.9,module-xplain-database-ox-generic,module-xplain-database-ox-generic,1.1.0.9,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,Fix calculation. Merge to branch,JUSTMIKA-2983,stefan,0,1,,0.75,,
JUSTMIKA-3184,"Wrong value in field 77 in ""lohnrechner"" mask ",2021-10-11,0.75,josel,,,,,,,1.1.0.9,client-app,client-app,1.1.0.9,Bug,Resolved,JUSTMIKA,JustThis MIKA,,,Fixing bug,,josel,0,0.75,0,0,,
JUSTMIKA-3066,"Show Zone-1-Element ""Versandpakete"" in every Geschäfts-Art",2021-10-11,2.5,josel,,,,,,,1.1.0.9,client-app,client-app,1.1.0.9,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,Developing,JUSTMIKA-3062,stefan,0,2.5,0,0,Chapter 1.4,
JUSTMIKA-2918,Max. Anzahl angezeigter Reminder im Home erhöhen,2021-10-11,0.25,angela,,,,,,,1.1.0.9,database-data-project,configuration-home-searches;database-data-project,1.1.0.9,Improvement,Resolved,JUSTMIKA,JustThis MIKA,,,re-upload the script to the new svn path,,stefan,0,0.25,0,0,https://jira-justthis.xplain.ch/browse/TICKET-853,
JUSTMIKA-2984,Server Methode for Massenmutation Lohnberechnung,2021-10-11,2.5,angela,,,,,,,1.1.0.9,module-xplain-database-ox-generic,module-xplain-database-ox-generic,1.1.0.9,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,Check behaviour reported by Robert,JUSTMIKA-2983,stefan,0,2.5,,0.75,,
JUSTMIKA-3037,Change on Verifikation MIKA,2021-10-11,4.75,alvaro,,,,,,,1.1.0.9,module-xplain-search-mika,library-xplain-search-worx;module-xplain-search-mika,1.1.0.9,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,dev,JUSTMIKA-2971,stefan,0,4.75,,0.25,,
JUSTMIKA-3046,Client: Improvements Search Erweiterte Verfahrenssuche,2021-10-11,2,alvaro,,,,,,,1.1.0.9,client-app,client-admin;client-app;library-xplain-search-worx;module-xplain-search-mika,1.1.0.9,New Feature,Resolved,JUSTMIKA,JustThis MIKA,,,dev,,tim,0,2,0,0,,
JUSTMIKA-3144,new value in PEEI_AUTONOMY_EFFECTIVE,2021-10-11,0.5,josel,,,,,,,1.1.0.9,client-app,client-app;database-structure-product,1.1.0.9,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,Adding translation,JUSTMIKA-3112,Project,0,0.5,0,0,,MIKA JustControl Changes
JUSTMIKA-3098,Updating GEKO data is not working,2021-10-11,3,rocio,,,,,,,1.1.0.9,module-xplain-xchange-client-mika,library-xplain-xchange-client-worx;module-xplain-xchange-client-mika;module-xplain-xchange-platform-core,1.1.0.9,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,analysing. seeing logs. ,JUSTMIKA-3094,Project,0,3,0,0,,MIKA JustControl Changes
JUSTMIKA-3180,Check if user is in user group Kontrolldossier,2021-10-11,3,josel,,,,,,,1.2.0.0,client-app,client-app,1.2.0.0,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,Developing,JUSTMIKA-3179,Project,0,3,,0,,
JUSTMIKA-3178,New value in Benutzer-Gruppen,2021-10-11,0.5,stella,,,,,,,1.2.0.0,,,1.2.0.0,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,,JUSTMIKA-2320,Project,0,0.5,,0,,
JUSTMIKA-2937,Modul Eingang Triage: SEARCH_WORX_EINGANG_TRIAGETOOL,2021-10-11,1,alvaro,,,,,,,1.1.0.8,module-xplain-search-mika,library-xplain-search-worx;module-xplain-search-mika,1.1.0.8,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,dev,JUSTMIKA-2372,stefan,0,1,0,0,,
JUSTMIKA-2939,Modul Eingang Triage: Import Wizard,2021-10-8,1,josel,,,,,,,1.1.0.9,.NET,.NET,1.1.0.9,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,Adapting PLZ value,JUSTMIKA-2372,stefan,0,1,0,0,,
JUSTMIKA-3054,If a opentextdoc has a dms id then load the PDF from the DMS,2021-10-8,0.5,gregorio,,,,,,,1.2.0.0,interface-mfp,interface-dfi;interface-mfp,1.2.0.0,Improvement,Resolved,JUSTMIKA,JustThis MIKA,,,check TEST deployment,,stefan,0,0.5,,0,,
JUSTMIKA-3180,Check if user is in user group Kontrolldossier,2021-10-8,3.75,josel,,,,,,,1.2.0.0,client-app,client-app,1.2.0.0,Sub-task,Resolved,JUSTMIKA,JustThis MIKA,,,Developing,JUSTMIKA-3179,Project,0,3.75,,0,,
JUSTMIKA-3179,Creating a Kontrolldossier; adjustment access,2021-10-8,3,josel,,,,,,,1.1.0.9,,,1.1.0.9,Improvement,Resolved,JUSTMIKA,JustThis MIKA,,,Developing,,Project,0,3,,0,,
JUSTMIKA-3021,Fix bugs and changes from Adrians Test-Session,2021-10-7,2,marcus,,,,,,,1.2.0.0,,,1.2.0.0,Bug,Resolved,JUSTMIKA,JustThis MIKA,,,styles bookmarks v1 & v2,,marcus,0,2,,0,,
JUSTMIKA-3104,OXGenericService: DMS Support on LOD_BO_OPENTEXTDOC view,2021-10-7,0.5,roberto,,,,,,,1.1.0.9,module-xplain-database-ox-generic,database-structure-product;interface-mfp;module-xplain-backoffice;module-xplain-database-ox-generic;module-xplain-dms-core,1.1.0.9,Improvement,Ready for Test,JUSTMIKA,JustThis MIKA,,,revise,,stefan,0,0.5,,0,,
